id,zone,year,month,day,totDay,hour,weekday,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,load
4,5,2005,3,6,430,16,0,55,56,52,59,51,60,57,60,58,60,55,6821
4,5,2005,3,6,430,17,0,55,56,53,59,51,59,58,60,58,60,54,7513
4,5,2005,3,6,430,18,0,53,55,52,57,50,57,56,57,58,57,53,9078
4,5,2005,3,6,430,19,0,52,54,50,54,47,54,54,55,54,55,52,9787
4,5,2005,3,6,430,20,0,51,52,48,53,47,54,52,53,51,54,47,9346
4,5,2005,3,6,430,21,0,52,48,50,52,46,51,51,53,49,52,47,8559
4,5,2005,3,6,430,22,0,51,49,46,52,46,51,49,51,47,52,49,7470
4,5,2005,3,6,430,23,0,47,47,46,51,44,48,47,51,45,51,47,6591
5,6,2005,3,6,430,0,0,34,30,29,31,29,31,31,30,29,31,29,171157
5,6,2005,3,6,430,1,0,34,31,28,32,29,32,30,30,29,32,30,169587
5,6,2005,3,6,430,2,0,31,31,28,30,29,32,29,31,28,31,31,169519
5,6,2005,3,6,430,3,0,34,34,30,30,29,33,28,30,28,33,29,167631
5,6,2005,3,6,430,4,0,34,31,29,27,29,32,26,29,28,31,30,172138
5,6,2005,3,6,430,5,0,34,33,28,27,30,32,26,29,27,31,36,174557
5,6,2005,3,6,430,6,0,34,36,27,27,29,32,26,28,28,31,34,182047
5,6,2005,3,6,430,7,0,28,34,29,27,28,32,26,28,28,30,31,190938
5,6,2005,3,6,430,8,0,35,37,33,33,33,36,31,34,32,35,36,195150
5,6,2005,3,6,430,9,0,39,40,38,38,38,42,39,41,38,42,38,195002
5,6,2005,3,6,430,10,0,43,42,44,45,42,46,45,46,45,46,40,186587
5,6,2005,3,6,430,11,0,46,44,46,48,45,49,48,50,46,50,43,178641
5,6,2005,3,6,430,12,0,47,47,46,52,47,52,51,53,50,52,46,170891
5,6,2005,3,6,430,13,0,49,49,48,54,49,54,53,55,52,55,50,162793
5,6,2005,3,6,430,14,0,51,52,50,56,49,56,55,59,54,57,52,158821
5,6,2005,3,6,430,15,0,53,55,51,58,50,59,57,61,57,59,53,155009
5,6,2005,3,6,430,16,0,55,56,52,59,51,60,57,60,58,60,55,156194
5,6,2005,3,6,430,17,0,55,56,53,59,51,59,58,60,58,60,54,161240
5,6,2005,3,6,430,18,0,53,55,52,57,50,57,56,57,58,57,53,180397
5,6,2005,3,6,430,19,0,52,54,50,54,47,54,54,55,54,55,52,185680
5,6,2005,3,6,430,20,0,51,52,48,53,47,54,52,53,51,54,47,185204
5,6,2005,3,6,430,21,0,52,48,50,52,46,51,51,53,49,52,47,174900
5,6,2005,3,6,430,22,0,51,49,46,52,46,51,49,51,47,52,49,162881
5,6,2005,3,6,430,23,0,47,47,46,51,44,48,47,51,45,51,47,152579
6,7,2005,3,6,430,0,0,34,30,29,31,29,31,31,30,29,31,29,174901
6,7,2005,3,6,430,1,0,34,31,28,32,29,32,30,30,29,32,30,173600
6,7,2005,3,6,430,2,0,31,31,28,30,29,32,29,31,28,31,31,173637
6,7,2005,3,6,430,3,0,34,34,30,30,29,33,28,30,28,33,29,171521
6,7,2005,3,6,430,4,0,34,31,29,27,29,32,26,29,28,31,30,176090
6,7,2005,3,6,430,5,0,34,33,28,27,30,32,26,29,27,31,36,178248
6,7,2005,3,6,430,6,0,34,36,27,27,29,32,26,28,28,31,34,185577
6,7,2005,3,6,430,7,0,28,34,29,27,28,32,26,28,28,30,31,193773
6,7,2005,3,6,430,8,0,35,37,33,33,33,36,31,34,32,35,36,198312
6,7,2005,3,6,430,9,0,39,40,38,38,38,42,39,41,38,42,38,198815
6,7,2005,3,6,430,10,0,43,42,44,45,42,46,45,46,45,46,40,191058
6,7,2005,3,6,430,11,0,46,44,46,48,45,49,48,50,46,50,43,183358
6,7,2005,3,6,430,12,0,47,47,46,52,47,52,51,53,50,52,46,175783
6,7,2005,3,6,430,13,0,49,49,48,54,49,54,53,55,52,55,50,167383
6,7,2005,3,6,430,14,0,51,52,50,56,49,56,55,59,54,57,52,163665
6,7,2005,3,6,430,15,0,53,55,51,58,50,59,57,61,57,59,53,159918
6,7,2005,3,6,430,16,0,55,56,52,59,51,60,57,60,58,60,55,161173
6,7,2005,3,6,430,17,0,55,56,53,59,51,59,58,60,58,60,54,165872
6,7,2005,3,6,430,18,0,53,55,52,57,50,57,56,57,58,57,53,184853
6,7,2005,3,6,430,19,0,52,54,50,54,47,54,54,55,54,55,52,189788
6,7,2005,3,6,430,20,0,51,52,48,53,47,54,52,53,51,54,47,189752
6,7,2005,3,6,430,21,0,52,48,50,52,46,51,51,53,49,52,47,179483
6,7,2005,3,6,430,22,0,51,49,46,52,46,51,49,51,47,52,49,167689
6,7,2005,3,6,430,23,0,47,47,46,51,44,48,47,51,45,51,47,157521
7,8,2005,3,6,430,0,0,34,30,29,31,29,31,31,30,29,31,29,4091
7,8,2005,3,6,430,1,0,34,31,28,32,29,32,30,30,29,32,30,3971
7,8,2005,3,6,430,2,0,31,31,28,30,29,32,29,31,28,31,31,3975
7,8,2005,3,6,430,3,0,34,34,30,30,29,33,28,30,28,33,29,3966
7,8,2005,3,6,430,4,0,34,31,29,27,29,32,26,29,28,31,30,4031
7,8,2005,3,6,430,5,0,34,33,28,27,30,32,26,29,27,31,36,4158
7,8,2005,3,6,430,6,0,34,36,27,27,29,32,26,28,28,31,34,4394
7,8,2005,3,6,430,7,0,28,34,29,27,28,32,26,28,28,30,31,4671
7,8,2005,3,6,430,8,0,35,37,33,33,33,36,31,34,32,35,36,4894
7,8,2005,3,6,430,9,0,39,40,38,38,38,42,39,41,38,42,38,4587
7,8,2005,3,6,430,10,0,43,42,44,45,42,46,45,46,45,46,40,4337
7,8,2005,3,6,430,11,0,46,44,46,48,45,49,48,50,46,50,43,4038
7,8,2005,3,6,430,12,0,47,47,46,52,47,52,51,53,50,52,46,3954
7,8,2005,3,6,430,13,0,49,49,48,54,49,54,53,55,52,55,50,3763
7,8,2005,3,6,430,14,0,51,52,50,56,49,56,55,59,54,57,52,3658
7,8,2005,3,6,430,15,0,53,55,51,58,50,59,57,61,57,59,53,3484
7,8,2005,3,6,430,16,0,55,56,52,59,51,60,57,60,58,60,55,3433
7,8,2005,3,6,430,17,0,55,56,53,59,51,59,58,60,58,60,54,3684
7,8,2005,3,6,430,18,0,53,55,52,57,50,57,56,57,58,57,53,3978
7,8,2005,3,6,430,19,0,52,54,50,54,47,54,54,55,54,55,52,4323
7,8,2005,3,6,430,20,0,51,52,48,53,47,54,52,53,51,54,47,4373
7,8,2005,3,6,430,21,0,52,48,50,52,46,51,51,53,49,52,47,4114
7,8,2005,3,6,430,22,0,51,49,46,52,46,51,49,51,47,52,49,3656
7,8,2005,3,6,430,23,0,47,47,46,51,44,48,47,51,45,51,47,3362
8,9,2005,3,6,430,0,0,34,30,29,31,29,31,31,30,29,31,29,61215
8,9,2005,3,6,430,1,0,34,31,28,32,29,32,30,30,29,32,30,61131
8,9,2005,3,6,430,2,0,31,31,28,30,29,32,29,31,28,31,31,73038
8,9,2005,3,6,430,3,0,34,34,30,30,29,33,28,30,28,33,29,74193
8,9,2005,3,6,430,4,0,34,31,29,27,29,32,26,29,28,31,30,73710
8,9,2005,3,6,430,5,0,34,33,28,27,30,32,26,29,27,31,36,73689
8,9,2005,3,6,430,6,0,34,36,27,27,29,32,26,28,28,31,34,73878
8,9,2005,3,6,430,7,0,28,34,29,27,28,32,26,28,28,30,31,75096
8,9,2005,3,6,430,8,0,35,37,33,33,33,36,31,34,32,35,36,78477
8,9,2005,3,6,430,9,0,39,40,38,38,38,42,39,41,38,42,38,78414
8,9,2005,3,6,430,10,0,43,42,44,45,42,46,45,46,45,46,40,78309
8,9,2005,3,6,430,11,0,46,44,46,48,45,49,48,50,46,50,43,67053
8,9,2005,3,6,430,12,0,47,47,46,52,47,52,51,53,50,52,46,64911
8,9,2005,3,6,430,13,0,49,49,48,54,49,54,53,55,52,55,50,63084
8,9,2005,3,6,430,14,0,51,52,50,56,49,56,55,59,54,57,52,60921
8,9,2005,3,6,430,15,0,53,55,51,58,50,59,57,61,57,59,53,61215
8,9,2005,3,6,430,16,0,55,56,52,59,51,60,57,60,58,60,55,61929
8,9,2005,3,6,430,17,0,55,56,53,59,51,59,58,60,58,60,54,69930
8,9,2005,3,6,430,18,0,53,55,52,57,50,57,56,57,58,57,53,74487
8,9,2005,3,6,430,19,0,52,54,50,54,47,54,54,55,54,55,52,74508
8,9,2005,3,6,430,20,0,51,52,48,53,47,54,52,53,51,54,47,76944
8,9,2005,3,6,430,21,0,52,48,50,52,46,51,51,53,49,52,47,77448
8,9,2005,3,6,430,22,0,51,49,46,52,46,51,49,51,47,52,49,76629
8,9,2005,3,6,430,23,0,47,47,46,51,44,48,47,51,45,51,47,76713
9,10,2005,3,6,430,0,0,34,30,29,31,29,31,31,30,29,31,29,26459
9,10,2005,3,6,430,1,0,34,31,28,32,29,32,30,30,29,32,30,25979
9,10,2005,3,6,430,2,0,31,31,28,30,29,32,29,31,28,31,31,25727
9,10,2005,3,6,430,3,0,34,34,30,30,29,33,28,30,28,33,29,25916
9,10,2005,3,6,430,4,0,34,31,29,27,29,32,26,29,28,31,30,26132
9,10,2005,3,6,430,5,0,34,33,28,27,30,32,26,29,27,31,36,26571
9,10,2005,3,6,430,6,0,34,36,27,27,29,32,26,28,28,31,34,27651
9,10,2005,3,6,430,7,0,28,34,29,27,28,32,26,28,28,30,31,29141
9,10,2005,3,6,430,8,0,35,37,33,33,33,36,31,34,32,35,36,29078
9,10,2005,3,6,430,9,0,39,40,38,38,38,42,39,41,38,42,38,28182
9,10,2005,3,6,430,10,0,43,42,44,45,42,46,45,46,45,46,40,26577
9,10,2005,3,6,430,11,0,46,44,46,48,45,49,48,50,46,50,43,24758
9,10,2005,3,6,430,12,0,47,47,46,52,47,52,51,53,50,52,46,23443
9,10,2005,3,6,430,13,0,49,49,48,54,49,54,53,55,52,55,50,22547
9,10,2005,3,6,430,14,0,51,52,50,56,49,56,55,59,54,57,52,21643
9,10,2005,3,6,430,15,0,53,55,51,58,50,59,57,61,57,59,53,20846
9,10,2005,3,6,430,16,0,55,56,52,59,51,60,57,60,58,60,55,20539
9,10,2005,3,6,430,17,0,55,56,53,59,51,59,58,60,58,60,54,21372
9,10,2005,3,6,430,18,0,53,55,52,57,50,57,56,57,58,57,53,24689
9,10,2005,3,6,430,19,0,52,54,50,54,47,54,54,55,54,55,52,26016
9,10,2005,3,6,430,20,0,51,52,48,53,47,54,52,53,51,54,47,25642
9,10,2005,3,6,430,21,0,52,48,50,52,46,51,51,53,49,52,47,24452
9,10,2005,3,6,430,22,0,51,49,46,52,46,51,49,51,47,52,49,22705
9,10,2005,3,6,430,23,0,47,47,46,51,44,48,47,51,45,51,47,20918
10,11,2005,3,6,430,0,0,34,30,29,31,29,31,31,30,29,31,29,113552
10,11,2005,3,6,430,1,0,34,31,28,32,29,32,30,30,29,32,30,112515
10,11,2005,3,6,430,2,0,31,31,28,30,29,32,29,31,28,31,31,113244
10,11,2005,3,6,430,3,0,34,34,30,30,29,33,28,30,28,33,29,113990
10,11,2005,3,6,430,4,0,34,31,29,27,29,32,26,29,28,31,30,115297
10,11,2005,3,6,430,5,0,34,33,28,27,30,32,26,29,27,31,36,118413
10,11,2005,3,6,430,6,0,34,36,27,27,29,32,26,28,28,31,34,123465
10,11,2005,3,6,430,7,0,28,34,29,27,28,32,26,28,28,30,31,126818
10,11,2005,3,6,430,8,0,35,37,33,33,33,36,31,34,32,35,36,127719
10,11,2005,3,6,430,9,0,39,40,38,38,38,42,39,41,38,42,38,123253
10,11,2005,3,6,430,10,0,43,42,44,45,42,46,45,46,45,46,40,116518
10,11,2005,3,6,430,11,0,46,44,46,48,45,49,48,50,46,50,43,109167
10,11,2005,3,6,430,12,0,47,47,46,52,47,52,51,53,50,52,46,102730
10,11,2005,3,6,430,13,0,49,49,48,54,49,54,53,55,52,55,50,97040
10,11,2005,3,6,430,14,0,51,52,50,56,49,56,55,59,54,57,52,92612
10,11,2005,3,6,430,15,0,53,55,51,58,50,59,57,61,57,59,53,90533
10,11,2005,3,6,430,16,0,55,56,52,59,51,60,57,60,58,60,55,91422
10,11,2005,3,6,430,17,0,55,56,53,59,51,59,58,60,58,60,54,96442
10,11,2005,3,6,430,18,0,53,55,52,57,50,57,56,57,58,57,53,108707
10,11,2005,3,6,430,19,0,52,54,50,54,47,54,54,55,54,55,52,114405
10,11,2005,3,6,430,20,0,51,52,48,53,47,54,52,53,51,54,47,111904
10,11,2005,3,6,430,21,0,52,48,50,52,46,51,51,53,49,52,47,105168
10,11,2005,3,6,430,22,0,51,49,46,52,46,51,49,51,47,52,49,96091
10,11,2005,3,6,430,23,0,47,47,46,51,44,48,47,51,45,51,47,87815
11,12,2005,3,6,430,0,0,34,30,29,31,29,31,31,30,29,31,29,140417
11,12,2005,3,6,430,1,0,34,31,28,32,29,32,30,30,29,32,30,137418
11,12,2005,3,6,430,2,0,31,31,28,30,29,32,29,31,28,31,31,137204
11,12,2005,3,6,430,3,0,34,34,30,30,29,33,28,30,28,33,29,138264
11,12,2005,3,6,430,4,0,34,31,29,27,29,32,26,29,28,31,30,140202
11,12,2005,3,6,430,5,0,34,33,28,27,30,32,26,29,27,31,36,144008
11,12,2005,3,6,430,6,0,34,36,27,27,29,32,26,28,28,31,34,151202
11,12,2005,3,6,430,7,0,28,34,29,27,28,32,26,28,28,30,31,158880
11,12,2005,3,6,430,8,0,35,37,33,33,33,36,31,34,32,35,36,162387
11,12,2005,3,6,430,9,0,39,40,38,38,38,42,39,41,38,42,38,158535
11,12,2005,3,6,430,10,0,43,42,44,45,42,46,45,46,45,46,40,150325
11,12,2005,3,6,430,11,0,46,44,46,48,45,49,48,50,46,50,43,141126
11,12,2005,3,6,430,12,0,47,47,46,52,47,52,51,53,50,52,46,131401
11,12,2005,3,6,430,13,0,49,49,48,54,49,54,53,55,52,55,50,124326
11,12,2005,3,6,430,14,0,51,52,50,56,49,56,55,59,54,57,52,120811
11,12,2005,3,6,430,15,0,53,55,51,58,50,59,57,61,57,59,53,119564
11,12,2005,3,6,430,16,0,55,56,52,59,51,60,57,60,58,60,55,120525
11,12,2005,3,6,430,17,0,55,56,53,59,51,59,58,60,58,60,54,127682
11,12,2005,3,6,430,18,0,53,55,52,57,50,57,56,57,58,57,53,145115
11,12,2005,3,6,430,19,0,52,54,50,54,47,54,54,55,54,55,52,152004
11,12,2005,3,6,430,20,0,51,52,48,53,47,54,52,53,51,54,47,148516
11,12,2005,3,6,430,21,0,52,48,50,52,46,51,51,53,49,52,47,138547
11,12,2005,3,6,430,22,0,51,49,46,52,46,51,49,51,47,52,49,126464
11,12,2005,3,6,430,23,0,47,47,46,51,44,48,47,51,45,51,47,113857
12,13,2005,3,6,430,0,0,34,30,29,31,29,31,31,30,29,31,29,21302
12,13,2005,3,6,430,1,0,34,31,28,32,29,32,30,30,29,32,30,20466
12,13,2005,3,6,430,2,0,31,31,28,30,29,32,29,31,28,31,31,20255
12,13,2005,3,6,430,3,0,34,34,30,30,29,33,28,30,28,33,29,20117
12,13,2005,3,6,430,4,0,34,31,29,27,29,32,26,29,28,31,30,20381
12,13,2005,3,6,430,5,0,34,33,28,27,30,32,26,29,27,31,36,19468
12,13,2005,3,6,430,6,0,34,36,27,27,29,32,26,28,28,31,34,20870
12,13,2005,3,6,430,7,0,28,34,29,27,28,32,26,28,28,30,31,23112
12,13,2005,3,6,430,8,0,35,37,33,33,33,36,31,34,32,35,36,24324
12,13,2005,3,6,430,9,0,39,40,38,38,38,42,39,41,38,42,38,23998
12,13,2005,3,6,430,10,0,43,42,44,45,42,46,45,46,45,46,40,22268
12,13,2005,3,6,430,11,0,46,44,46,48,45,49,48,50,46,50,43,20744
12,13,2005,3,6,430,12,0,47,47,46,52,47,52,51,53,50,52,46,19854
12,13,2005,3,6,430,13,0,49,49,48,54,49,54,53,55,52,55,50,19037
12,13,2005,3,6,430,14,0,51,52,50,56,49,56,55,59,54,57,52,17665
12,13,2005,3,6,430,15,0,53,55,51,58,50,59,57,61,57,59,53,17104
12,13,2005,3,6,430,16,0,55,56,52,59,51,60,57,60,58,60,55,17141
12,13,2005,3,6,430,17,0,55,56,53,59,51,59,58,60,58,60,54,18129
12,13,2005,3,6,430,18,0,53,55,52,57,50,57,56,57,58,57,53,20699
12,13,2005,3,6,430,19,0,52,54,50,54,47,54,54,55,54,55,52,22435
12,13,2005,3,6,430,20,0,51,52,48,53,47,54,52,53,51,54,47,21949
12,13,2005,3,6,430,21,0,52,48,50,52,46,51,51,53,49,52,47,20847
12,13,2005,3,6,430,22,0,51,49,46,52,46,51,49,51,47,52,49,20542
12,13,2005,3,6,430,23,0,47,47,46,51,44,48,47,51,45,51,47,18568
13,14,2005,3,6,430,0,0,34,30,29,31,29,31,31,30,29,31,29,27740
13,14,2005,3,6,430,1,0,34,31,28,32,29,32,30,30,29,32,30,27713
13,14,2005,3,6,430,2,0,31,31,28,30,29,32,29,31,28,31,31,27946
13,14,2005,3,6,430,3,0,34,34,30,30,29,33,28,30,28,33,29,28668
13,14,2005,3,6,430,4,0,34,31,29,27,29,32,26,29,28,31,30,29345
13,14,2005,3,6,430,5,0,34,33,28,27,30,32,26,29,27,31,36,27609
13,14,2005,3,6,430,6,0,34,36,27,27,29,32,26,28,28,31,34,29112
13,14,2005,3,6,430,7,0,28,34,29,27,28,32,26,28,28,30,31,31274
13,14,2005,3,6,430,8,0,35,37,33,33,33,36,31,34,32,35,36,31452
13,14,2005,3,6,430,9,0,39,40,38,38,38,42,39,41,38,42,38,28163
13,14,2005,3,6,430,10,0,43,42,44,45,42,46,45,46,45,46,40,24271
13,14,2005,3,6,430,11,0,46,44,46,48,45,49,48,50,46,50,43,21581
13,14,2005,3,6,430,12,0,47,47,46,52,47,52,51,53,50,52,46,19871
13,14,2005,3,6,430,13,0,49,49,48,54,49,54,53,55,52,55,50,18530
13,14,2005,3,6,430,14,0,51,52,50,56,49,56,55,59,54,57,52,17358
13,14,2005,3,6,430,15,0,53,55,51,58,50,59,57,61,57,59,53,16539
13,14,2005,3,6,430,16,0,55,56,52,59,51,60,57,60,58,60,55,16488
13,14,2005,3,6,430,17,0,55,56,53,59,51,59,58,60,58,60,54,17388
13,14,2005,3,6,430,18,0,53,55,52,57,50,57,56,57,58,57,53,20470
