,zone,year,month,day,hour,actual,predicted_NN
257,2,2005,6,23,17,212034,206695.34375
258,2,2005,6,23,18,210314,199376.421875
259,2,2005,6,23,19,202563,174303.875
260,2,2005,6,23,20,196375,178980.109375
261,2,2005,6,23,21,192018,176669.28125
262,2,2005,6,23,22,176647,174120.125
263,2,2005,6,23,23,157626,139095.59375
264,2,2005,6,24,0,143506,131088.78125
265,2,2005,6,24,1,136192,123576.609375
266,2,2005,6,24,2,130702,121836.5
267,2,2005,6,24,3,127451,113039.515625
268,2,2005,6,24,4,128749,97459.3984375
269,2,2005,6,24,5,134582,126881.5546875
270,2,2005,6,24,6,144922,144965.15625
271,2,2005,6,24,7,159297,153696.5
272,2,2005,6,24,8,169858,142396.578125
273,2,2005,6,24,9,179748,162180.015625
274,2,2005,6,24,10,190951,198208.90625
275,2,2005,6,24,11,200381,203616.59375
276,2,2005,6,24,12,207480,212749.328125
277,2,2005,6,24,13,217427,206402.546875
278,2,2005,6,24,14,223243,189649.453125
279,2,2005,6,24,15,227237,198748.296875
280,2,2005,6,24,16,230839,205084.984375
281,2,2005,6,24,17,229788,209027.328125
282,2,2005,6,24,18,225210,218559.21875
283,2,2005,6,24,19,215672,202884.9375
284,2,2005,6,24,20,206537,198809.96875
285,2,2005,6,24,21,204425,174374.984375
286,2,2005,6,24,22,186746,159521.421875
287,2,2005,6,24,23,165895,139108.609375
288,2,2005,6,25,0,149799,112487.828125
289,2,2005,6,25,1,139984,116182.484375
290,2,2005,6,25,2,133199,100700.09375
291,2,2005,6,25,3,128055,103408.25
292,2,2005,6,25,4,125485,103150.625
293,2,2005,6,25,5,126744,106714.140625
294,2,2005,6,25,6,129774,112972.46875
295,2,2005,6,25,7,142454,131858.171875
296,2,2005,6,25,8,158435,143311.96875
297,2,2005,6,25,9,176186,170382.375
298,2,2005,6,25,10,189498,183743.265625
299,2,2005,6,25,11,201609,188514.4375
300,2,2005,6,25,12,208616,197180.046875
301,2,2005,6,25,13,215687,181541.1875
302,2,2005,6,25,14,216889,204283.640625
303,2,2005,6,25,15,219963,186719.421875
304,2,2005,6,25,16,220146,183052.109375
305,2,2005,6,25,17,216935,195303.5
306,2,2005,6,25,18,213522,195423.625
307,2,2005,6,25,19,202900,187599.234375
308,2,2005,6,25,20,195384,178255.28125
309,2,2005,6,25,21,190783,168882.734375
310,2,2005,6,25,22,175620,162889.109375
311,2,2005,6,25,23,156588,136084.0
312,2,2005,6,26,0,141454,125599.984375
313,2,2005,6,26,1,131225,116284.2109375
314,2,2005,6,26,2,124693,119448.8125
315,2,2005,6,26,3,120754,116049.3984375
316,2,2005,6,26,4,117844,112669.1171875
317,2,2005,6,26,5,117371,111968.5625
318,2,2005,6,26,6,118695,120492.375
319,2,2005,6,26,7,130782,121343.703125
320,2,2005,6,26,8,149164,145793.609375
321,2,2005,6,26,9,164485,150217.3125
322,2,2005,6,26,10,180265,161463.703125
323,2,2005,6,26,11,192836,183991.734375
324,2,2005,6,26,12,200425,191042.0
325,2,2005,6,26,13,205851,195124.703125
326,2,2005,6,26,14,209360,197937.90625
327,2,2005,6,26,15,214872,197807.484375
328,2,2005,6,26,16,219263,196289.3125
329,2,2005,6,26,17,220009,191846.453125
330,2,2005,6,26,18,215813,195356.984375
331,2,2005,6,26,19,212588,183054.109375
332,2,2005,6,26,20,205504,185317.609375
333,2,2005,6,26,21,202305,186715.0
334,2,2005,6,26,22,185394,166883.578125
335,2,2005,6,26,23,164629,134341.6875
336,2,2005,9,10,0,137152,115195.6484375
337,2,2005,9,10,1,128424,106954.4609375
338,2,2005,9,10,2,123786,103147.890625
339,2,2005,9,10,3,121502,100384.828125
340,2,2005,9,10,4,119913,99801.609375
341,2,2005,9,10,5,123676,112423.3515625
342,2,2005,9,10,6,128516,102638.1328125
343,2,2005,9,10,7,135034,124962.5859375
344,2,2005,9,10,8,146891,121650.8046875
345,2,2005,9,10,9,156946,132137.375
346,2,2005,9,10,10,164564,148396.3125
347,2,2005,9,10,11,170831,158732.5
348,2,2005,9,10,12,175382,163448.828125
349,2,2005,9,10,13,180540,169436.921875
350,2,2005,9,10,14,184732,168582.953125
351,2,2005,9,10,15,187855,166929.6875
352,2,2005,9,10,16,189501,175049.90625
353,2,2005,9,10,17,187520,174996.5625
354,2,2005,9,10,18,181169,167025.9375
355,2,2005,9,10,19,176464,158951.78125
356,2,2005,9,10,20,174762,159805.875
357,2,2005,9,10,21,164002,147010.234375
358,2,2005,9,10,22,149132,135078.5
359,2,2005,9,10,23,136503,122552.5859375
360,2,2005,9,11,0,125565,111728.9140625
361,2,2005,9,11,1,118193,104616.578125
362,2,2005,9,11,2,112887,100852.546875
363,2,2005,9,11,3,109457,98973.6484375
364,2,2005,9,11,4,109511,97648.6015625
365,2,2005,9,11,5,109195,99025.5625
366,2,2005,9,11,6,114035,102712.09375
367,2,2005,9,11,7,120239,105697.4765625
368,2,2005,9,11,8,133622,120170.25
369,2,2005,9,11,9,143269,130570.3515625
370,2,2005,9,11,10,149469,139616.5625
371,2,2005,9,11,11,157692,149343.4375
372,2,2005,9,11,12,163491,151840.140625
373,2,2005,9,11,13,169934,157674.40625
374,2,2005,9,11,14,174674,166607.5625
375,2,2005,9,11,15,177980,164477.109375
376,2,2005,9,11,16,182939,170813.9375
377,2,2005,9,11,17,184047,167630.890625
378,2,2005,9,11,18,181158,170943.25
379,2,2005,9,11,19,179218,159133.25
380,2,2005,9,11,20,181197,132092.84375
381,2,2005,9,11,21,168977,146916.5625
382,2,2005,9,11,22,151942,123157.9921875
383,2,2005,9,11,23,136688,112166.8671875
384,2,2005,9,12,0,126489,128938.5234375
385,2,2005,9,12,1,121714,107988.9296875
386,2,2005,9,12,2,118155,104948.4921875
387,2,2005,9,12,3,118673,114056.4609375
388,2,2005,9,12,4,122261,111407.7578125
389,2,2005,9,12,5,130592,123939.484375
390,2,2005,9,12,6,149581,140542.625
391,2,2005,9,12,7,157423,149316.703125
392,2,2005,9,12,8,159814,147676.6875
393,2,2005,9,12,9,166864,153752.5625
394,2,2005,9,12,10,174916,157415.609375
395,2,2005,9,12,11,182198,169936.890625
396,2,2005,9,12,12,188385,179793.453125
397,2,2005,9,12,13,196924,171466.5
398,2,2005,9,12,14,204111,177463.15625
399,2,2005,9,12,15,210486,165430.125
400,2,2005,9,12,16,217892,168415.015625
401,2,2005,9,12,17,217259,202858.109375
402,2,2005,9,12,18,212995,195329.65625
403,2,2005,9,12,19,209153,180772.03125
404,2,2005,9,12,20,205555,182010.875
405,2,2005,9,12,21,189905,159639.140625
406,2,2005,9,12,22,168607,132417.421875
407,2,2005,9,12,23,151181,128950.921875
408,2,2005,9,13,0,137990,120044.21875
409,2,2005,9,13,1,132393,115494.5859375
410,2,2005,9,13,2,127528,113461.5546875
411,2,2005,9,13,3,126042,113928.2578125
412,2,2005,9,13,4,128255,116049.6015625
413,2,2005,9,13,5,135977,124444.8984375
414,2,2005,9,13,6,154347,142669.796875
415,2,2005,9,13,7,160454,144400.75
416,2,2005,9,13,8,165018,150570.9375
417,2,2005,9,13,9,171352,153396.1875
418,2,2005,9,13,10,178032,167351.578125
419,2,2005,9,13,11,185927,173750.640625
420,2,2005,9,13,12,196057,181873.796875
421,2,2005,9,13,13,203705,191055.421875
422,2,2005,9,13,14,213846,227970.859375
423,2,2005,9,13,15,217119,235390.328125
424,2,2005,9,13,16,223045,205395.28125
425,2,2005,9,13,17,224995,202885.96875
426,2,2005,9,13,18,216178,199658.375
427,2,2005,9,13,19,211371,181474.765625
428,2,2005,9,13,20,206253,185892.59375
429,2,2005,9,13,21,187756,198668.96875
430,2,2005,9,13,22,166944,133091.203125
431,2,2005,9,13,23,150939,140085.625
432,2,2005,9,14,0,138975,135650.0
433,2,2005,9,14,1,133553,132410.71875
434,2,2005,9,14,2,128723,108294.0546875
435,2,2005,9,14,3,128580,109644.8203125
436,2,2005,9,14,4,131152,110550.4296875
437,2,2005,9,14,5,140225,121668.6796875
438,2,2005,9,14,6,157524,143315.8125
439,2,2005,9,14,7,165717,150448.765625
440,2,2005,9,14,8,168248,163448.625
441,2,2005,9,14,9,177245,170516.109375
442,2,2005,9,14,10,187830,180413.953125
443,2,2005,9,14,11,195615,173812.109375
444,2,2005,9,14,12,200855,181886.671875
445,2,2005,9,14,13,209011,159835.765625
446,2,2005,9,14,14,210728,187362.515625
447,2,2005,9,14,15,215185,190547.5625
448,2,2005,9,14,16,216652,197024.359375
449,2,2005,9,14,17,216789,199182.40625
450,2,2005,9,14,18,214338,183311.609375
451,2,2005,9,14,19,215232,186929.9375
452,2,2005,9,14,20,213053,180101.53125
453,2,2005,9,14,21,200435,171873.75
454,2,2005,9,14,22,179347,156927.9375
455,2,2005,9,14,23,161705,140207.4375
456,2,2005,9,15,0,149569,135773.671875
457,2,2005,9,15,1,141899,128581.6640625
458,2,2005,9,15,2,136162,124877.5234375
459,2,2005,9,15,3,135769,125732.4765625
460,2,2005,9,15,4,135670,110627.6640625
461,2,2005,9,15,5,144914,121747.21875
462,2,2005,9,15,6,165756,154327.1875
463,2,2005,9,15,7,174554,150513.28125
464,2,2005,9,15,8,176392,179102.546875
465,2,2005,9,15,9,182210,167026.8125
466,2,2005,9,15,10,192186,175882.546875
467,2,2005,9,15,11,202826,183877.46875
468,2,2005,9,15,12,211308,192336.421875
469,2,2005,9,15,13,221697,200403.90625
470,2,2005,9,15,14,228303,228012.078125
471,2,2005,9,15,15,233386,200345.8125
472,2,2005,9,15,16,237560,195255.53125
473,2,2005,9,15,17,237728,252737.515625
474,2,2005,9,15,18,232908,222287.484375
475,2,2005,9,15,19,230540,223468.8125
476,2,2005,9,15,20,228348,180156.59375
477,2,2005,9,15,21,212644,169451.796875
478,2,2005,9,15,22,191531,155771.34375
479,2,2005,9,15,23,172240,147554.21875
480,2,2005,9,16,0,158930,135777.03125
481,2,2005,9,16,1,150196,128582.5546875
482,2,2005,9,16,2,145285,108340.8359375
483,2,2005,9,16,3,142060,109683.09375
484,2,2005,9,16,4,142769,110603.96875
485,2,2005,9,16,5,151505,121736.3515625
486,2,2005,9,16,6,169324,143380.046875
487,2,2005,9,16,7,178230,150504.03125
488,2,2005,9,16,8,181464,179103.8125
489,2,2005,9,16,9,188167,167042.015625
490,2,2005,9,16,10,197370,192190.859375
491,2,2005,9,16,11,211552,211389.28125
492,2,2005,9,16,12,219167,216093.75
493,2,2005,9,16,13,227273,176536.65625
494,2,2005,9,16,14,220330,217847.28125
495,2,2005,9,16,15,209818,184610.296875
496,2,2005,9,16,16,207057,185737.375
497,2,2005,9,16,17,202916,202595.78125
498,2,2005,9,16,18,196603,191048.09375
499,2,2005,9,16,19,196445,181546.0625
500,2,2005,9,16,20,194110,185946.65625
501,2,2005,9,16,21,185753,172799.46875
502,2,2005,9,16,22,171041,157148.359375
503,2,2005,9,16,23,157005,137092.65625
504,2,2005,12,25,0,143276,164307.078125
505,2,2005,12,25,1,139786,159649.984375
506,2,2005,12,25,2,139631,160679.5
507,2,2005,12,25,3,139680,160783.28125
508,2,2005,12,25,4,142242,163408.765625
509,2,2005,12,25,5,142985,169593.75
510,2,2005,12,25,6,151071,177075.15625
511,2,2005,12,25,7,161491,179065.578125
512,2,2005,12,25,8,172307,188320.25
513,2,2005,12,25,9,177295,163958.828125
514,2,2005,12,25,10,178720,181937.15625
515,2,2005,12,25,11,176774,179359.71875
516,2,2005,12,25,12,173630,165710.296875
517,2,2005,12,25,13,168365,178004.40625
518,2,2005,12,25,14,160695,175409.46875
519,2,2005,12,25,15,156942,176241.375
520,2,2005,12,25,16,159047,154603.65625
521,2,2005,12,25,17,166611,192649.59375
522,2,2005,12,25,18,167415,191325.1875
523,2,2005,12,25,19,166448,168273.265625
524,2,2005,12,25,20,165787,185260.234375
525,2,2005,12,25,21,162177,175013.515625
526,2,2005,12,25,22,154848,159800.75
527,2,2005,12,25,23,146292,148947.796875
528,2,2005,12,26,0,138344,138807.0625
529,2,2005,12,26,1,135313,135054.46875
530,2,2005,12,26,2,134079,135735.703125
531,2,2005,12,26,3,133465,136958.203125
532,2,2005,12,26,4,138541,140411.109375
533,2,2005,12,26,5,144186,148687.578125
534,2,2005,12,26,6,152869,167053.984375
535,2,2005,12,26,7,162693,185658.375
536,2,2005,12,26,8,171951,182331.75
537,2,2005,12,26,9,180040,174080.859375
538,2,2005,12,26,10,186104,164584.53125
539,2,2005,12,26,11,185095,168726.734375
540,2,2005,12,26,12,180281,150994.78125
541,2,2005,12,26,13,176049,183736.78125
542,2,2005,12,26,14,173593,181699.28125
543,2,2005,12,26,15,174739,181341.421875
544,2,2005,12,26,16,184794,167908.90625
545,2,2005,12,26,17,199553,186565.09375
546,2,2005,12,26,18,201682,175336.25
547,2,2005,12,26,19,202311,184813.53125
548,2,2005,12,26,20,196837,188832.84375
549,2,2005,12,26,21,191416,171503.71875
550,2,2005,12,26,22,179600,177056.671875
551,2,2005,12,26,23,168842,165547.125
552,2,2005,12,27,0,160705,157897.984375
553,2,2005,12,27,1,158689,156527.125
554,2,2005,12,27,2,157396,152723.453125
555,2,2005,12,27,3,159376,154555.03125
556,2,2005,12,27,4,163500,158989.203125
557,2,2005,12,27,5,173634,173626.40625
558,2,2005,12,27,6,186248,216275.15625
559,2,2005,12,27,7,198719,223966.796875
560,2,2005,12,27,8,202892,201096.59375
561,2,2005,12,27,9,201903,191568.671875
562,2,2005,12,27,10,198507,193328.90625
563,2,2005,12,27,11,191022,181548.953125
564,2,2005,12,27,12,184440,186099.234375
565,2,2005,12,27,13,179184,183695.28125
566,2,2005,12,27,14,176569,160746.734375
567,2,2005,12,27,15,178965,170073.28125
568,2,2005,12,27,16,185650,180615.5625
569,2,2005,12,27,17,201774,138643.84375
570,2,2005,12,27,18,208504,203330.703125
571,2,2005,12,27,19,205710,188495.109375
572,2,2005,12,27,20,202865,186613.796875
573,2,2005,12,27,21,195167,192843.3125
574,2,2005,12,27,22,182530,167848.265625
575,2,2005,12,27,23,171931,160453.828125
576,2,2005,12,28,0,164699,155655.34375
577,2,2005,12,28,1,165303,164681.21875
578,2,2005,12,28,2,165795,153657.859375
579,2,2005,12,28,3,167269,155231.390625
580,2,2005,12,28,4,172063,153583.640625
581,2,2005,12,28,5,180942,175234.8125
582,2,2005,12,28,6,194371,193589.21875
583,2,2005,12,28,7,204032,223986.03125
584,2,2005,12,28,8,207894,201159.1875
585,2,2005,12,28,9,205365,197778.546875
586,2,2005,12,28,10,199247,174364.90625
587,2,2005,12,28,11,189475,168772.875
588,2,2005,12,28,12,179248,167438.1875
589,2,2005,12,28,13,173189,171142.609375
590,2,2005,12,28,14,168760,148183.28125
591,2,2005,12,28,15,167400,146423.53125
592,2,2005,12,28,16,176616,152462.859375
593,2,2005,12,28,17,192682,189447.34375
594,2,2005,12,28,18,196104,182017.21875
595,2,2005,12,28,19,193163,182283.5
596,2,2005,12,28,20,187349,176065.5625
597,2,2005,12,28,21,179699,167310.53125
598,2,2005,12,28,22,166966,154382.765625
599,2,2005,12,28,23,154404,137452.0
600,2,2005,12,29,0,144751,132958.0
601,2,2005,12,29,1,139768,129688.9609375
602,2,2005,12,29,2,138407,129224.328125
603,2,2005,12,29,3,137972,134770.65625
604,2,2005,12,29,4,140070,139638.578125
605,2,2005,12,29,5,148629,149046.453125
606,2,2005,12,29,6,160483,160448.078125
607,2,2005,12,29,7,171586,173822.25
608,2,2005,12,29,8,175521,180739.109375
609,2,2005,12,29,9,180913,188709.125
610,2,2005,12,29,10,184116,174394.640625
611,2,2005,12,29,11,183754,171561.515625
612,2,2005,12,29,12,180545,163343.640625
613,2,2005,12,29,13,177723,145554.3125
614,2,2005,12,29,14,178142,142496.71875
615,2,2005,12,29,15,179389,121501.546875
616,2,2005,12,29,16,185793,168049.3125
617,2,2005,12,29,17,199004,180023.921875
618,2,2005,12,29,18,201059,180430.5
619,2,2005,12,29,19,199359,181406.71875
620,2,2005,12,29,20,194510,168319.640625
621,2,2005,12,29,21,186903,188917.40625
622,2,2005,12,29,22,175665,172728.640625
623,2,2005,12,29,23,165246,155761.328125
624,2,2005,12,30,0,155210,145746.578125
625,2,2005,12,30,1,151179,145035.6875
626,2,2005,12,30,2,149718,152793.703125
627,2,2005,12,30,3,148504,152880.234375
628,2,2005,12,30,4,153608,152373.75
629,2,2005,12,30,5,160258,137500.296875
630,2,2005,12,30,6,172614,189449.359375
631,2,2005,12,30,7,181157,199078.40625
632,2,2005,12,30,8,183462,201160.484375
633,2,2005,12,30,9,187337,190007.65625
634,2,2005,12,30,10,186525,164564.0625
