zone,Year,Month,Day,Hour,actual,predicted
16,2005,3,6,11,31463,27662.6024351
16,2005,3,6,12,28688,27070.4968882
16,2005,3,6,13,26658,24729.1113425
16,2005,3,6,14,24649,22760.4861458
16,2005,3,6,15,23402,21774.0959098
16,2005,3,6,16,23452,20713.6769276
16,2005,3,6,17,25574,22108.8679021
16,2005,3,6,18,29768,23762.3425104
16,2005,3,6,19,31328,24998.2197044
16,2005,3,6,20,30821,26874.2707032
16,2005,3,6,21,29213,26203.0554295
16,2005,3,6,22,28745,24077.6919615
16,2005,3,6,23,26996,22099.661373
17,2005,3,6,0,36845,34859.2000808
17,2005,3,6,1,36745,32548.1053105
17,2005,3,6,2,37248,35380.3803512
17,2005,3,6,3,37825,36299.1964968
17,2005,3,6,4,38986,33771.9318576
17,2005,3,6,5,39069,38388.3493147
17,2005,3,6,6,41571,40828.6054799
17,2005,3,6,7,43663,43576.7445714
17,2005,3,6,8,42086,43002.8990035
17,2005,3,6,9,38372,39460.6284121
17,2005,3,6,10,34226,30176.2120298
17,2005,3,6,11,30815,28011.0610644
17,2005,3,6,12,28918,27410.3820381
17,2005,3,6,13,27543,26076.9470375
17,2005,3,6,14,26261,25016.1610912
17,2005,3,6,15,25267,24102.5840838
17,2005,3,6,16,25420,23556.8899134
17,2005,3,6,17,26961,23977.815416
17,2005,3,6,18,30660,25263.2092737
17,2005,3,6,19,32524,26709.4344887
17,2005,3,6,20,32431,27847.0033255
17,2005,3,6,21,31223,26925.3650171
17,2005,3,6,22,30289,25525.2297252
17,2005,3,6,23,28477,24625.710187
18,2005,3,6,0,268789,247895.172195
18,2005,3,6,1,267273,230987.416364
18,2005,3,6,2,271000,255966.053319
18,2005,3,6,3,276001,262075.931759
18,2005,3,6,4,284299,240992.863315
18,2005,3,6,5,279620,256576.933693
18,2005,3,6,6,293992,262092.739044
18,2005,3,6,7,308190,284668.851978
18,2005,3,6,8,297664,289553.954872
18,2005,3,6,9,270675,255380.192177
18,2005,3,6,10,244295,214830.988253
18,2005,3,6,11,229976,204591.946178
18,2005,3,6,12,211226,184185.79775
18,2005,3,6,13,195589,176706.111439
18,2005,3,6,14,182578,163207.926791
18,2005,3,6,15,175736,159183.749162
18,2005,3,6,16,177619,159982.743122
18,2005,3,6,17,188512,163937.303683
18,2005,3,6,18,217287,176287.960799
18,2005,3,6,19,231498,187043.74506
18,2005,3,6,20,226142,191917.525464
18,2005,3,6,21,213976,180100.227702
18,2005,3,6,22,206179,172530.220802
18,2005,3,6,23,189176,156948.017627
19,2005,3,6,0,102241,98264.8910877
19,2005,3,6,1,101374,80006.4833413
19,2005,3,6,2,102301,88060.950347
19,2005,3,6,3,103843,80501.9576983
19,2005,3,6,4,106160,86622.2335148
19,2005,3,6,5,100528,86254.1648278
19,2005,3,6,6,105630,91243.7811131
19,2005,3,6,7,113475,102766.43867
19,2005,3,6,8,111577,110655.996361
19,2005,3,6,9,101279,92928.0272343
19,2005,3,6,10,87546,76909.980691
19,2005,3,6,11,77839,71767.8929628
19,2005,3,6,12,73017,66513.7855763
19,2005,3,6,13,68131,60837.5593408
19,2005,3,6,14,63229,57640.2706329
19,2005,3,6,15,60627,54025.5752678
19,2005,3,6,16,60876,55539.5901935
19,2005,3,6,17,65156,58549.6324215
19,2005,3,6,18,76905,62464.7291627
19,2005,3,6,19,83991,65741.915188
19,2005,3,6,20,83117,66620.2932494
19,2005,3,6,21,78293,66405.4314551
19,2005,3,6,22,77492,62722.6252634
19,2005,3,6,23,71592,57873.4298509
20,2005,3,6,0,89800,88610.1084568
20,2005,3,6,1,88325,82095.5767377
20,2005,3,6,2,87680,77859.1956734
20,2005,3,6,3,87966,81347.1590249
20,2005,3,6,4,88730,80633.1759396
20,2005,3,6,5,86399,71764.4573702
20,2005,3,6,6,92338,78214.6174384
20,2005,3,6,7,98655,102785.359712
20,2005,3,6,8,100484,107126.540375
20,2005,3,6,9,96507,98915.9290579
20,2005,3,6,10,89931,87213.6909151
20,2005,3,6,11,85395,84783.283052
20,2005,3,6,12,83377,78908.978553
20,2005,3,6,13,80236,75402.3362907
20,2005,3,6,14,77604,71653.5803675
20,2005,3,6,15,76258,70637.8341674
20,2005,3,6,16,76585,71272.1383651
20,2005,3,6,17,80482,74697.5359486
20,2005,3,6,18,88788,77519.1135408
20,2005,3,6,19,93361,78875.188375
20,2005,3,6,20,92103,82538.0064045
20,2005,3,6,21,88080,78261.6945304
20,2005,3,6,22,85018,72455.8462839
20,2005,3,6,23,78051,65706.2191645
1,2005,3,7,0,14218,11844.5954973
1,2005,3,7,1,14379,11317.4287175
1,2005,3,7,2,14728,11601.5866594
1,2005,3,7,3,15194,11659.3484408
1,2005,3,7,4,16441,14112.7973876
1,2005,3,7,5,18695,18526.649703
1,2005,3,7,6,22091,21125.3781283
1,2005,3,7,7,22433,22086.025895
1,2005,3,7,8,19830,18738.661961
1,2005,3,7,9,17989,16203.9365392
1,2005,3,7,10,15848,14527.8097916
1,2005,3,7,11,14328,13523.8845693
1,2005,3,7,12,13420,13023.6096437
1,2005,3,7,13,12747,13133.5207954
1,2005,3,7,14,12262,12998.7852184
1,2005,3,7,15,12444,13496.9201121
1,2005,3,7,16,13368,14021.68145
1,2005,3,7,17,14778,14518.8499149
1,2005,3,7,18,16684,15324.0827507
1,2005,3,7,19,17935,16263.2013716
1,2005,3,7,20,17476,17007.9075404
1,2005,3,7,21,16448,16590.862926
1,2005,3,7,22,14489,14699.946535
1,2005,3,7,23,12885,12604.2908553
2,2005,3,7,0,140479,132860.044641
2,2005,3,7,1,141926,132535.57892
2,2005,3,7,2,140370,137493.915722
2,2005,3,7,3,143290,140468.048472
2,2005,3,7,4,152678,145204.443833
2,2005,3,7,5,166623,160567.509851
2,2005,3,7,6,189525,176577.632139
2,2005,3,7,7,195255,191830.634912
2,2005,3,7,8,190201,179265.332498
2,2005,3,7,9,186262,173939.664459
2,2005,3,7,10,179014,168245.96429
2,2005,3,7,11,172800,162712.370905
2,2005,3,7,12,170658,160603.214969
2,2005,3,7,13,165345,159064.264137
2,2005,3,7,14,162290,157277.526021
2,2005,3,7,15,158610,156872.72729
2,2005,3,7,16,163421,157848.514267
2,2005,3,7,17,164122,159137.495943
2,2005,3,7,18,181297,161843.113261
2,2005,3,7,19,180813,164212.640182
2,2005,3,7,20,176186,169935.078825
2,2005,3,7,21,167903,162283.926931
2,2005,3,7,22,153027,147291.309143
2,2005,3,7,23,142512,131885.209546
3,2005,3,7,0,151578,143356.297347
3,2005,3,7,1,153138,143006.18944
3,2005,3,7,2,151460,148356.216964
3,2005,3,7,3,154610,151565.272781
3,2005,3,7,4,164739,156675.978029
3,2005,3,7,5,179786,173252.667485
3,2005,3,7,6,204497,190527.629746
3,2005,3,7,7,210680,206985.724672
3,2005,3,7,8,205227,193427.695779
3,2005,3,7,9,200977,187681.280393
3,2005,3,7,10,193156,181537.794712
3,2005,3,7,11,186452,175567.036614
3,2005,3,7,12,184141,173291.235551
3,2005,3,7,13,178408,171630.709412
3,2005,3,7,14,175111,169702.746851
3,2005,3,7,15,171140,169266.041559
3,2005,3,7,16,176332,170318.921817
3,2005,3,7,17,177088,171709.781553
3,2005,3,7,18,195620,174629.137326
3,2005,3,7,19,195098,177185.844974
3,2005,3,7,20,190106,183360.306347
3,2005,3,7,21,181168,175104.603966
3,2005,3,7,22,165117,158927.635699
3,2005,3,7,23,153770,142304.4841
4,2005,3,7,0,430,346.520516848
4,2005,3,7,1,429,333.82404931
4,2005,3,7,2,424,342.897544171
4,2005,3,7,3,435,367.343348682
4,2005,3,7,4,461,376.261208911
4,2005,3,7,5,495,410.123569341
4,2005,3,7,6,586,505.785889925
4,2005,3,7,7,620,534.733927898
4,2005,3,7,8,548,519.044119763
4,2005,3,7,9,490,472.396169424
4,2005,3,7,10,493,436.244502525
4,2005,3,7,11,481,421.097196185
4,2005,3,7,12,423,410.67545609
4,2005,3,7,13,407,398.681606891
4,2005,3,7,14,408,389.452343202
4,2005,3,7,15,412,388.083478653
4,2005,3,7,16,441,414.185663864
4,2005,3,7,17,493,457.712755163
4,2005,3,7,18,553,489.087861913
4,2005,3,7,19,593,494.02217997
4,2005,3,7,20,552,511.816387428
4,2005,3,7,21,508,505.581855439
4,2005,3,7,22,489,438.918228675
4,2005,3,7,23,423,365.537966685
5,2005,3,7,0,6157,4737.06234317
5,2005,3,7,1,6051,4740.15596937
5,2005,3,7,2,6105,4879.67135522
5,2005,3,7,3,6328,5149.8812407
5,2005,3,7,4,6946,5520.63508372
5,2005,3,7,5,8207,6482.7866334
5,2005,3,7,6,9959,8190.22727918
5,2005,3,7,7,9431,8053.73872319
5,2005,3,7,8,8204,7419.5586317
5,2005,3,7,9,7308,6702.86768551
5,2005,3,7,10,6306,5939.45665668
5,2005,3,7,11,5798,5393.81892425
5,2005,3,7,12,5472,5202.72715835
5,2005,3,7,13,5267,5063.89886109
5,2005,3,7,14,5087,5021.61393504
5,2005,3,7,15,5259,5144.5502612
5,2005,3,7,16,5686,5589.05745839
5,2005,3,7,17,6445,6098.02870059
5,2005,3,7,18,7933,6721.00548989
5,2005,3,7,19,8730,7361.88476998
5,2005,3,7,20,8210,7857.14688144
5,2005,3,7,21,7195,7217.33597255
5,2005,3,7,22,5944,6000.87842007
5,2005,3,7,23,5027,4830.84864402
6,2005,3,7,0,146636,137597.104268
6,2005,3,7,1,147977,137293.542183
6,2005,3,7,2,146475,142765.760053
6,2005,3,7,3,149618,146091.349074
6,2005,3,7,4,159623,151357.013846
6,2005,3,7,5,174830,167944.511503
6,2005,3,7,6,199483,185152.074313
6,2005,3,7,7,204686,189622.592825
6,2005,3,7,8,198405,186684.887611
6,2005,3,7,9,193570,180642.58703
6,2005,3,7,10,185320,174185.458353
6,2005,3,7,11,178598,168106.213122
6,2005,3,7,12,176130,165805.994185
6,2005,3,7,13,170612,164128.215028
6,2005,3,7,14,167377,162289.179654
6,2005,3,7,15,163869,162022.657861
6,2005,3,7,16,169107,163437.538551
6,2005,3,7,17,170567,165235.536844
6,2005,3,7,18,189230,168695.722722
6,2005,3,7,19,189543,171574.502041
6,2005,3,7,20,184397,177792.148127
6,2005,3,7,21,175098,169597.111118
6,2005,3,7,22,158971,153340.151878
6,2005,3,7,23,147539,136716.091753
7,2005,3,7,0,151578,143356.297347
7,2005,3,7,1,153138,143006.18944
7,2005,3,7,2,151460,148356.216964
7,2005,3,7,3,154610,151565.272781
7,2005,3,7,4,164739,156675.978029
7,2005,3,7,5,179786,173252.667485
7,2005,3,7,6,204497,190527.629746
7,2005,3,7,7,210680,206985.724672
7,2005,3,7,8,205227,193427.695779
7,2005,3,7,9,200977,187681.280393
7,2005,3,7,10,193156,181537.794712
7,2005,3,7,11,186452,175567.036614
7,2005,3,7,12,184141,173291.235551
7,2005,3,7,13,178408,171630.709412
7,2005,3,7,14,175111,169702.746851
7,2005,3,7,15,171140,169266.041559
7,2005,3,7,16,176332,170318.921817
7,2005,3,7,17,177088,171709.781553
7,2005,3,7,18,195620,174629.137326
7,2005,3,7,19,195098,177185.844974
7,2005,3,7,20,190106,183360.306347
7,2005,3,7,21,181168,175104.603966
7,2005,3,7,22,165117,158927.635699
7,2005,3,7,23,153770,142304.4841
8,2005,3,7,0,3119,2471.90561986
8,2005,3,7,1,3051,2424.88914627
8,2005,3,7,2,3069,2688.0237217
8,2005,3,7,3,3172,2779.301187
8,2005,3,7,4,3421,2930.08256182
8,2005,3,7,5,3748,3295.35741045
8,2005,3,7,6,4215,3788.05865403
8,2005,3,7,7,4330,4003.98667417
8,2005,3,7,8,4095,3707.31519688
8,2005,3,7,9,3777,3326.76656976
8,2005,3,7,10,3614,3111.56979145
8,2005,3,7,11,3418,3031.42133721
8,2005,3,7,12,3244,2941.34190817
8,2005,3,7,13,3069,2861.55173795
8,2005,3,7,14,2939,2802.16466189
8,2005,3,7,15,2983,2846.72260544
8,2005,3,7,16,3122,3052.45219017
8,2005,3,7,17,3517,3231.31157449
8,2005,3,7,18,3845,3417.99720418
8,2005,3,7,19,4001,3537.15079323
8,2005,3,7,20,3804,3632.20490347
8,2005,3,7,21,3650,3466.38898891
8,2005,3,7,22,3260,2979.83401858
8,2005,3,7,23,2866,2507.98528071
9,2005,3,7,0,76482,72927.1260737
9,2005,3,7,1,76062,73465.1788877
9,2005,3,7,2,75957,73260.7845932
9,2005,3,7,3,76524,73920.0666995
9,2005,3,7,4,77658,72879.6979358
9,2005,3,7,5,77847,67890.8409087
9,2005,3,7,6,77469,59279.1309682
9,2005,3,7,7,77553,52779.338712
9,2005,3,7,8,78372,59917.212386
9,2005,3,7,9,79002,63828.7542949
